,Tweets,Date,Likes,RTs,Orchestrate
3933,@elonmusk Even when the CCP is intentionally hiding their atrocities on your platform and all the content moderator… https://t.co/JghgEOhgpH,2022-11-29 03:09:04+00:00,0,0,0
3934,@BryceWadeBEO @WakeAwake1 we have to train them. so much knowledge is lost between generations. let's not let our b… https://t.co/zbUiUBXBy0,2022-11-29 03:09:03+00:00,0,0,0
3935,@KariLakeWarRoom @KariLake CCP is effectively here. Next will be vote by gun point. Following that the government w… https://t.co/RVtSFgDx6S,2022-11-29 03:09:00+00:00,0,0,0
3936,"@christophcherry @OffbeatChina Hahaha 😂, was looking up how the Beijing and Shanghai protests were being blocked by… https://t.co/KEdvAor4kN",2022-11-29 03:08:58+00:00,0,0,0
3937,@MarshaBlackburn The #freemarket will handle @Apple and their #CCP tactics.,2022-11-29 03:08:46+00:00,0,0,0
3938,@__TEAM_USA I will switch. Never liked Apple bowing down to the CCP,2022-11-29 03:08:46+00:00,3,1,0
3939,"@tomselliott @elonmusk Why would anyone need ""tools"" to ""prevent free speech ""? I thought free speech was a given.… https://t.co/e5LxO4ZLYT",2022-11-29 03:08:43+00:00,2,0,0
3940,Apple conspires with the CCP 👇 https://t.co/UCKuK0Lt5p,2022-11-29 03:08:40+00:00,0,0,1
3941,"🟤FOR PUBLIC AWARENESS🔴

#China has unleashed its Wumao army disguised as FACT CHECKERS mostly based in Europe and… https://t.co/JjrSY93DlF",2022-11-29 03:08:34+00:00,1,3,0
3942,"The protesters also carried blank white papers, and one of the placards wrote: “Down with #XiJinping, Down with… https://t.co/OFrwkKWQ17",2022-11-29 03:08:26+00:00,2,0,0
3943,"I rather say China's CCP phase is coming to a close .... 

This statement reminds of  ""Fog  ...Continent cut off"" l… https://t.co/xpWVg9Vylv",2022-11-29 03:08:24+00:00,0,0,0
3944,"@austeni @americamag Here's a hint, your Holiness:  treat the CCP the way you treat your own Traditional Catholics.… https://t.co/07kZgKuOs9",2022-11-29 03:08:21+00:00,0,0,0
3945,@AllyneLloyd @TomFitton @elonmusk @Twitter Those were added after the fact. But I do not see anything about not hur… https://t.co/JYyHW5WHdt,2022-11-29 03:08:18+00:00,0,0,0
3946,@lexfridman They support the CCP. Cheap forced labor to make their product. You know what the markup must be on these things,2022-11-29 03:08:10+00:00,0,0,0
3947,"@ElectionWiz these people will vanish within a few weeks, CCP is recording all of this",2022-11-29 03:07:55+00:00,1,0,0
3948,@SpokespersonCHN The CCP (Chinese Communist Party) is a virus-spreading terrorist organization that intends to use… https://t.co/VQNgHwzn3P,2022-11-29 03:07:55+00:00,0,0,1
3949,@elonmusk @RubinReport Biden's administration looks up to the CCP that's why.,2022-11-29 03:07:45+00:00,0,0,1
3950,"@SpokespersonCHN The CCP’s ultimate aim is to destroy America, conquer the world, remove all human rights and freed… https://t.co/7tkC1bdV9D",2022-11-29 03:07:41+00:00,0,0,1
3951,@jhall @tim_cook @Apple @elonmusk The CCP pays better than shareholders,2022-11-29 03:07:38+00:00,0,0,1
3952,@Gerashchenko_en CCP actually deleted all these video on social media and Chinese people even didn’t know this thin… https://t.co/PvTbYa6aCj,2022-11-29 03:07:34+00:00,2,0,0
3953,@SpokespersonCHN The CCP (Chinese Communist Party) is a virus-spreading terrorist organization that intends to use… https://t.co/NKnbnztC6A,2022-11-29 03:07:30+00:00,0,0,1
3954,@business @WholeMarsBlog @opinion CCP should be eradicated.,2022-11-29 03:07:28+00:00,0,0,1
3955,"@bojackhorsemeat @SemiTruckAI @timurkuran You don’t think… doesn’t change the facts…

Lockdowns didn’t work. Neithe… https://t.co/iWrHKl8Tyt",2022-11-29 03:07:25+00:00,0,0,0
3956,@maddoxrules @elonmusk TikTok is a mind virus that is destroying the youth of America. The ice cream lick challenge… https://t.co/IdT3nMtXZf,2022-11-29 03:07:25+00:00,0,0,0
3957,@tedcruz We all need to pray that the good Chinese people will be successful in their efforts to overthrow the tyranny of the CCP.,2022-11-29 03:07:20+00:00,0,0,1
3958,@zerohedge Maybe the CCP are watching how Canada handles protests…,2022-11-29 03:07:15+00:00,0,0,0
3959,@ElectionWiz These kids need to take their country back from the evil CCP. And America needs to wake up and keep them from taking over here.,2022-11-29 03:07:02+00:00,0,0,0
3960,@ChefArtSmith @itsjojosiwa Meanwhile both of you racist bigots are silent on the atrocities committed by Planned Pa… https://t.co/WmUoCg3IK1,2022-11-29 03:06:58+00:00,0,0,0
3961,"The current protest in China will only have a real effect when it is well-organized, armed and supported by CCP ins… https://t.co/VD3VXpXWfH",2022-11-29 03:06:51+00:00,0,0,0
3962,"@Habzfan22 @thevivafrei You think the govt confiscating your money, forcing vaccines, locking down businesses is no… https://t.co/J63FJX25bK",2022-11-29 03:06:49+00:00,0,0,0
3963,"@ericswalwell When I was in Navy Boot Camp, I sat down for meals at a long table with about 200 other people. My gu… https://t.co/7yUYDRwjcZ",2022-11-29 03:06:49+00:00,0,0,0
3964,@TimRunsHisMouth They are owned and managed by the CCP due to all of the sweatshop workers they need there to build… https://t.co/BfitbHVJbm,2022-11-29 03:06:48+00:00,1,0,0
3965,@Jason Apple's Garden Wall collusion with CCP oppression.,2022-11-29 03:06:43+00:00,1,0,0
3966,@samdunningo @siralexyounger What is UK China security policy? CEO of Shanghai Envision is cited in @ianwill… https://t.co/oyHKOPgfUA,2022-11-29 03:06:40+00:00,0,0,0
3967,@ElectionWiz TAKE DOWN THE CCP!!,2022-11-29 03:06:38+00:00,3,1,1
3968,OMG I thought that I couldn't dislike @Apple any more that I already did.  I was wrong. They are kissing the ass of… https://t.co/ZDjVDB1vFb,2022-11-29 03:06:35+00:00,0,0,0
3969,@DarrenJBeattie He also follows the ccp,2022-11-29 03:06:33+00:00,0,0,0
3970,@pmarca Musk is biggest supporter of CCP tyranny. How about that ?,2022-11-29 03:06:28+00:00,1,0,1
3971,@kathy_bruni @KariLake When are YOU going to admit what you know and that is Democrats just can't win without cheat… https://t.co/99fUUooxRh,2022-11-29 03:06:21+00:00,0,0,0
3972,@VesperAegis @MikeHay81 @Apple It's great to see the hypocritical mind at work. You like companies with a conscienc… https://t.co/iVEjqORuVG,2022-11-29 03:06:19+00:00,4,0,1
3973,@S1CT @HawleyMO @Apple True. Or we all boycott apple and then the need for ccp won’t exist.,2022-11-29 03:06:12+00:00,0,0,0
3974,"Change China for Freedom democracy and  world peace !
End of tyranny and the Chinese Communist Party  (CCP)!
https://t.co/P0pmIm4Lre",2022-11-29 03:06:06+00:00,0,0,0
3975,Biden’s weak sauce reaction to Chinese patriots rising up against the CCP = the antithesis of Reagan’s support for… https://t.co/NPQmSN6NY8,2022-11-29 03:06:03+00:00,149,35,0
3976,@PPC_MelissaB @itsallgnnabeok It’s an abomination and they are trying to implement this system throughout the weste… https://t.co/NRXDjap4fc,2022-11-29 03:06:01+00:00,4,0,0
3977,"💥The silent majority is no more silent! 

💥American law practitioners at Paul Hastings and O’Melveney are selling o… https://t.co/nGDyXkuvG5",2022-11-29 03:05:54+00:00,24,56,0
3978,"These protests in China are quite interesting...

Western Media: ""They are protesting against the Zero COVID polici… https://t.co/gqUElcBQgW",2022-11-29 03:05:51+00:00,3,1,0
3979,"WATCH: Monday night, Chinese protesters in Guangzhou destroyed a Covid testing booth and demanded CCP officials end… https://t.co/73qonaE2QQ",2022-11-29 03:05:47+00:00,1384,456,0
3980,"@Cold_Peace_ Disturbing to hear Fauci say this...So questioning a virus which emanated from within China, from a pl… https://t.co/uxesugedae",2022-11-29 03:05:46+00:00,0,0,0
3981,"The videos coming out of #China are wild.

Power to the protestors, show the #CCP where they can take their #lockdowns and how to get there.",2022-11-29 03:05:43+00:00,0,0,0
3982,@Trudeaus_Ego The CCP grew stronger in part courtesy of many Western politicians and businessmen sleeping in bed with the CCP!,2022-11-29 03:05:36+00:00,0,0,1
3983,"@business @Quicktake The Chinese Communist Party is a virus-spreading terrorist group that uses propaganda, disinfo… https://t.co/stNxf3elZ7",2022-11-29 03:05:32+00:00,1,0,1
3984,"@MikeBloomberg Sir, I suppose you are still standing by your support for China &amp; CCP as they impose more lockdowns-… https://t.co/0BKl8eoZft",2022-11-29 03:05:30+00:00,0,0,0
3985,"@chenweihua @ianbremmer If you won't even let your people see reality, you're running a digital internment camp.

End the CCP.",2022-11-29 03:05:27+00:00,0,0,0
3986,@GOPLeader Why did Trump recipe 10 million dollars from CCP?,2022-11-29 03:05:26+00:00,0,0,1
3987,"@StratosXiii @StrayGator33 @JeffDutcher2 @JoJoFromJerz China is partially capitalist in terms of real estate, but i… https://t.co/WNHOQ4Fm40",2022-11-29 03:05:23+00:00,0,0,0
3988,"@IN01970 @jenniferzeng97 @DaleJust2 I heard that Xi may be a white hat, working to take down the CCP.  I never beli… https://t.co/hvFoOCHz1R",2022-11-29 03:05:21+00:00,0,0,0
3989,"@atmoslips No, Chinese Twitter is people’s messaging Mandarin Chinese on Twitter, CCP dispatches spies, trolls and… https://t.co/P1ZLWT7Vsz",2022-11-29 03:05:17+00:00,0,0,0
3990,@RepAdamSchiff Why won’t @POTUS issue a statement condemning the CCP crackdown on protests?,2022-11-29 03:05:16+00:00,3,0,0
3991,"Nearly 1,000 students rallied outside the Chinese consulate in #Toronto, calling for an end to the #CCP as they sto… https://t.co/gGOX3qRGdn",2022-11-29 03:05:00+00:00,28,12,0
3992,@elonmusk Just go ahead and start building your own brand of cell phones and app store. Apple seems to cater to the… https://t.co/f5H6RzpEhZ,2022-11-29 03:04:58+00:00,0,0,0
3993,@RomanLike When you suck so much ccp cock like fauci you can't afford to step out of line,2022-11-29 03:04:55+00:00,1,0,1
3994,"@svembu Not really.

Zero Covid is how they slow down growth. 

No need to hike interest like the Feds and look bad… https://t.co/n6tgPBRKVo",2022-11-29 03:04:53+00:00,0,0,0
3995,"@KristiNoem Speak the truth, Governor. The CCP cannot be trusted.",2022-11-29 03:04:51+00:00,0,0,0
3996,The Uniparty is owned by the CCP.  They’re not allowed to condemn them for the Zero Covid lockdowns or the genocide… https://t.co/TSj8jjlr5l,2022-11-29 03:04:43+00:00,0,0,0
3997,"@RepAdamSchiff @realDonaldTrump Our Politicians and Gov't have built up arguably our biggest economic, and military… https://t.co/YNT4jybi63",2022-11-29 03:04:43+00:00,1,1,0
3998,@LynAldenContact @elonmusk @SwipeWright It's because there are theories emerging speculating that elon is compromis… https://t.co/i6nrxX79js,2022-11-29 03:04:40+00:00,0,0,0
3999,"Joe Biden's silence on the disaster happening in China as we speak is proof that he's wholly owned by the CCP.

Sil… https://t.co/EQmMLIIHPH",2022-11-29 03:04:38+00:00,1,0,1
4000,"@CTVNews Count on the Clown Television Network to be apologists for the Commie CCP. 

Big surprise.",2022-11-29 03:04:36+00:00,0,0,0
4001,@elonmusk will you speak against evil ccp?,2022-11-29 03:04:32+00:00,0,0,0
4002,"@JackPosobiec Apple $AAPL again caved to China CCP controls/censorship…On Nov 9, 2022, iOS update hobbled Airdrop f… https://t.co/uaXwcJPIkv",2022-11-29 03:04:26+00:00,1,0,1
4003,@DarrenJBeattie He maybe monitoring you for the CCP 🤔,2022-11-29 03:04:25+00:00,0,0,0
4004,Hartley #足球预测 Rejoicing #世界杯 Emily #CCP Dylan #世界杯买球  https://t.co/QLSoFrhzZG,2022-11-29 03:04:24+00:00,0,0,1
4005,@USA_Alvarez @ChrisLoesch @Apple BS! They're already doing it... helping the CCP crush Chinese dissent is sickening.,2022-11-29 03:04:23+00:00,0,0,0
4006,@freshjiva I feel like nobody is saying the scary thing: Apple is more dependent on China than any other US company… https://t.co/mg8scjyFSV,2022-11-29 03:04:19+00:00,1,0,0
4007,@Kellen_the_man @ccp_destroyer I manage an Inside Sales team. Going to ask them how much pipe they laid last week. Will report back. 🫡,2022-11-29 03:04:14+00:00,1,0,0
4008,@MarshaBlackburn Biden will do all he can to shore up Xi &amp; CCP.,2022-11-29 03:04:11+00:00,0,0,1
4009,@PamelaHensley22 AND Americans are keeping an eye on Biden’s cash flow from the CCP. He traded his country for 30 pieces of silver.,2022-11-29 03:04:09+00:00,0,0,1
4010,@soaring_fairy_ @mingsz19 @CollinRugg What do you think about this other guy saying they're just a cult that is try… https://t.co/CsmmN7h9oV,2022-11-29 03:04:09+00:00,0,0,0
4011,Ppl like Mike Sington with little brain come to such conclusion. Just because Elon Musk uses iPhone to tweet about… https://t.co/WJvRZBpmrl,2022-11-29 03:04:03+00:00,0,0,0
4012,"@DwyaneTrade3 @Kane_Capital Next 2 days we have reports like CCP, GDP and Powell. Do you think system is still in control?",2022-11-29 03:04:01+00:00,0,0,0
4013,Pull Biden now before it’s too late. The CCP has taken control of its people and Biden has allowed it. Think it won… https://t.co/scEvfm8sGN,2022-11-29 03:03:59+00:00,0,0,1
4014,"@thuhkang Dear Kang, please understand that you're looking at this from the perspective of the free world. The amou… https://t.co/Zycq1PBPsR",2022-11-29 03:03:51+00:00,1,0,0
4015,"#freedom4U #China

NEW: CCP's Covid Crackdowns Crashing Down

Video of a truck smashing through a police barricade… https://t.co/Pz7imZE2iN",2022-11-29 03:03:47+00:00,1,0,0
4016,"@TimRunsHisMouth Why would anyone denounce what's happening in China? We all should be supporting it! 
Power to the… https://t.co/ZCn6uwGEMX",2022-11-29 03:03:47+00:00,0,0,1
4017,@loferix @Badan_KR @ctilley79 @RealBricksauce @DJSnM @elonmusk But on other hand it causes violence if you restrict… https://t.co/CYezDZr9Yn,2022-11-29 03:03:46+00:00,0,0,0
4018,"@asian_troll @HuXijin_GT That's right. If China really cared for its citizens, it would import western vaccines. Un… https://t.co/O9DxBM3c6l",2022-11-29 03:03:22+00:00,1,0,1
4019,@ShellenbergerMD When are we going to discuss that Biden is a puppet of the CCP?,2022-11-29 03:03:16+00:00,1,0,1
4020,@GGaryC Steve Bannon knows it's the CCP that's the real enemy,2022-11-29 03:03:10+00:00,0,0,0
4021,@ANI The burn in CCP 🔥,2022-11-29 03:03:10+00:00,45,0,0
4022,@srdenney They both have to work under the same constraints. And the CCP controls every business of consequence in… https://t.co/iAqyBQb9TX,2022-11-29 03:03:08+00:00,0,0,0
4023,$TSLA Really? @ElonMusk has fallen to fake Chinese company scams? Was this an attempt to help him for keeping the C… https://t.co/q0DRY0efv4,2022-11-29 03:03:07+00:00,3,0,0
4024,"@ericswalwell Or , like … sharing a bed with a CCP agent? Must be tough 🤡",2022-11-29 03:03:00+00:00,0,0,1
4025,"@paullie_btc @wo_ol @LibFails Yeah, unfortunately our damned tech companies actually went and helped the CCP instal… https://t.co/92u4fhiivH",2022-11-29 03:02:52+00:00,0,0,1
4026,@johnpilger And the CCP didn't kill any civilians in 8964.,2022-11-29 03:02:43+00:00,0,0,0
4027,@GOPLeader How much money has he taken from the CCP?,2022-11-29 03:02:42+00:00,0,0,0
4028,@eachwayjase @realDrBrendan Yeah but it didn’t happen because we live in a democracy. Extreme opinions are always n… https://t.co/SNlsX0sic6,2022-11-29 03:02:42+00:00,0,0,0
4029,@ccp_destroyer @steveonomics Yes you can do this,2022-11-29 03:02:36+00:00,0,0,0
4030,"Apple supporting China government and CCP. For ""the people""? Well, no. https://t.co/OEY4xxiu65",2022-11-29 03:02:35+00:00,0,0,0
4031,@KariLakeWarRoom #CCP stuff !!,2022-11-29 03:02:34+00:00,0,0,0
4032,@lau01975 @alexbruesewitz @SenJohnKennedy By leaving RU no choice but to team up closer with CCP to defend against… https://t.co/opMOgvl7NL,2022-11-29 03:02:32+00:00,0,0,0
4033,@HilerTamara CCP knows what’s being shared worldwide via internet! They’re over UN International Telecommunication… https://t.co/a9kgut4sS0,2022-11-29 03:02:27+00:00,1,0,0
4034,"@SteveKerr behold a CCP shill, coward... He will tow any human rights violations if the money is right... Do you st… https://t.co/yc6yCsO4yE",2022-11-29 03:02:25+00:00,0,0,0
4035,"@samanthamarika1 Slave labor is cool. Why do you think apple is helping the CCP?

https://t.co/IrO2eIRU8q",2022-11-29 03:02:09+00:00,0,0,0
4036,@AppleTV @WomanKingMovie @Apple is my bitch,2022-11-29 03:01:59+00:00,0,0,0
4037,"#China Chinese people resist, liberty or die, down with the #CCP. 

Saw people are chanting that in front of Chinese embassies in Canada.",2022-11-29 03:01:55+00:00,0,1,0
4038,"@elonmusk Censorship is wrong in ANY country! 
#CCP #lockdown #Freedom https://t.co/qTlGYbVnQd",2022-11-29 03:01:55+00:00,0,0,0
4039,@charliekirk11 No. CCP told Joe &amp; Hunter not to interfere.,2022-11-29 03:01:54+00:00,0,0,1
4040,"@OrzLord @LAOHUWAERTE @YatesComms this is another victim sold by @lude_media and later framed as CCP spy.

No one h… https://t.co/5GaHYDaneB",2022-11-29 03:01:53+00:00,6,1,0
4041,He lives on his knees in front of the CCP https://t.co/Xvz7r2jcSb,2022-11-29 03:01:51+00:00,0,0,0
4042,"@tim_cook Chinese People are being beaten by their Government, and you are helping.  Is that what you are thankful… https://t.co/84EzSXItJV",2022-11-29 03:01:49+00:00,0,0,0
4043,"@MurdochMurdoch8 @TylerEv244 In particular, at that time, Song Mei-ling, the wife of Chiang Kai-shek (a member of K… https://t.co/HUzc3ciAAT",2022-11-29 03:01:47+00:00,1,0,0
4044,"@Xilicon14 Weibo you mean.
It's crazy, I know. I don't pretend we're some paragon of light here but you're right. T… https://t.co/QqzFrCEJyA",2022-11-29 03:01:45+00:00,0,0,0
4045,@AppleMusic @MYKETOWERS @daddy_yankee Kinda sucks y’all have to do what I say lolz,2022-11-29 03:01:39+00:00,0,0,0
4046,Look at this news article from The Daily Caller: Think Tank Scrubs Website After DCNF Reveals Experts’ Chinese Inte… https://t.co/bnC66N2TH4,2022-11-29 03:01:38+00:00,0,0,0
4047,"@ericswalwell Aren’t you the slack jawed congressman who shagged the ccp spy, Fang Fang?",2022-11-29 03:01:38+00:00,0,0,1
4048,"@Chopsyturvey Ideally, Americans would want to dump the Ukraine 'problem' on the EU and focus on Taiwan, but EU wou… https://t.co/2Pzg7Q3nu7",2022-11-29 03:01:33+00:00,2,0,0
4049,"NZ govt established diplomatic ties with the CCP controlled PRC in the midst of one horror, the Cultural Revolution… https://t.co/rTV7poIr2B",2022-11-29 03:01:32+00:00,16,2,0
4050,So the Apple App store is willing to kick off Twitter over free speech but is willing to keep Tictok on when they s… https://t.co/lsbYyCmP2W,2022-11-29 03:01:30+00:00,9,2,0
4051,"@thuhkang I feel that! Hard to trust the TV these days. I'd love to see the people take control, but doubt it happens. CCP is so powerful.",2022-11-29 03:01:27+00:00,0,0,0
4052,@johnpilger Nonsense. The numbers have been shown to be extremely inflated. Amazing how you just gloss over concent… https://t.co/wb49fcik67,2022-11-29 03:01:25+00:00,0,0,0
4053,"@ShellenbergerMD Are you sure that's the problem?

I think the problem is that the CCP has bought and paid for our politicians.",2022-11-29 03:01:17+00:00,1,0,0
4054,@Anti__Globalism Because that terrorist org supports any &amp; all CCP concentration camps.,2022-11-29 03:01:12+00:00,1,1,0
4055,@JojoL682020 @KeaweWong She also works for the Hudson Institute in the US. That paper she was censured for a few ye… https://t.co/ZZmvFa1WtV,2022-11-29 03:01:07+00:00,73,0,0
4056,"@CNN @selinawangtv CCP 🇨🇳 is ready to fight back with No Mercy 

https://t.co/DlK71eERwV",2022-11-29 03:01:07+00:00,1,0,0
4057,@thesaultyTTT @elonmusk I wonder how much money the CCP paid Apple to make phones in a communist country?,2022-11-29 03:00:55+00:00,0,0,1
4058,He taught he has conned them to 3rd term by caging them with covid spread but they were waiting for him and #CCP. E… https://t.co/nxq9HkXIOm,2022-11-29 03:00:55+00:00,0,0,0
4059,@steveonomics @Kellen_the_man you can do anything you set your mind to 🌈,2022-11-29 03:00:49+00:00,1,0,0
4060,@PeytonManThing0 @generalthemoon @elonmusk I think ultimately this has to do with the unrest in China gaining tract… https://t.co/IWC6B3gTGh,2022-11-29 03:00:46+00:00,0,0,0
4061,@LayahHeilpern John Cena still supports the CCP.,2022-11-29 03:00:44+00:00,0,0,0
4062,@Galaxy_777777 @Gostinshell @AukSoryu Awe look a supporter of the CCP!!,2022-11-29 03:00:38+00:00,0,0,0
4063,@shaunsomers @CTVNews You have to be awfully gullible to believe anything the CCP says.,2022-11-29 03:00:27+00:00,16,0,0
4064,"@jeffreyprather 1.7 billion Chines, only 88 million CCP members. There is a crack in the great wall.",2022-11-29 03:00:23+00:00,5,1,0
4065,"China Tightens Security After Mass Protests Over CCP’s Draconian COVID Policies

https://t.co/J35HdaOi9U",2022-11-29 03:00:16+00:00,7,2,0
4066,@ksorbs AZ IS STILL RED AND THEIR ELECTIONS ARE STILL CORRUPT AND PAID FOR BY THE CCP.,2022-11-29 03:00:15+00:00,0,0,0
4067,"Bizarrely, the Chinese government may soon become the world’s most significant adopter of desktop Linux

As part of… https://t.co/Ta3IQaFxIB",2022-11-29 03:00:10+00:00,38,4,0
4068,"Tucker Carlson Tonight 11/28/22 FULL | BREAKING FOX NEWS NOVEMBER 28, 2022 https://t.co/d9HpucXEig via @YouTube. CCP is disgusting",2022-11-29 03:00:07+00:00,0,0,0
4069,@eclipsethis2003 Chinese people don’t give up now. CCP will come down even harder on you. Take back your country,2022-11-29 03:00:05+00:00,7,1,0
4070,"@AVindman @elonmusk So treasonous former soldier Vindman, would you say Jack Dorsey had too much power in his time?… https://t.co/dDWY7BKeG1",2022-11-29 03:00:02+00:00,0,0,0
4071,"Protesters unified in anger, but in Beijing I saw some disagreement. Some want political change. Others say Xi/CCP… https://t.co/uxqkd75z2v",2022-11-29 03:00:02+00:00,368,118,0
4072,@RNCResearch It’s old Flip Flop Fauci at it again. Now he believes the CCP isn’t being transparent? He’s trying to… https://t.co/x2b5LQw0Tv,2022-11-29 02:59:59+00:00,0,0,0
4073,"@Junheng_Li Sadly, this will not provide the freedom they asked for. CCP will back off and let each State manage th… https://t.co/hJHSxLMYvg",2022-11-29 02:59:55+00:00,0,0,0
4074,You could ban @Apple for being produced within #CCP mainland. Where they enslave and kill people for speaking out.… https://t.co/FN4VtNJK6f,2022-11-29 02:59:50+00:00,0,0,0
4075,@seerutkchawla @elonmusk Apple is limiting airdrop in China because the CCP was mad they use airdrop to bypass thei… https://t.co/AU8oi7UYlo,2022-11-29 02:59:38+00:00,3,0,0
4076,Ted Cruz Unleashes on White House Over 'Pitiful' Statement on CCP Brutality https://t.co/QZL9Is6AuK,2022-11-29 02:59:36+00:00,1,0,0
4077,"$AAPL supported the CCP over the people of 🇨🇳. That means if a dictator took over the West, they help them too.",2022-11-29 02:59:32+00:00,0,0,1
4078,@wangdan1989 Because the residents in Shanghai know well that China has no future with the CCP in power. Removing X… https://t.co/hFSlBiVMvU,2022-11-29 02:59:30+00:00,0,0,0
4079,@CTVNews CTV NEWS..the official propaganda arm of the CCP and the Trudeau government.,2022-11-29 02:59:24+00:00,11,1,0
4080,The reaction you get when the @POTUS is wholly owned and compromised by the CCP. https://t.co/EOEw5hN3AY,2022-11-29 02:59:16+00:00,0,0,0
4081,@teeurbo @thocpodcast @finalexodus1 @JChengWSJ We've proved your a redfash and  Simp for the the CCP with out knowing fuck all about China.,2022-11-29 02:59:10+00:00,0,0,0
4082,WEF Says China a Model in 'Systematic Transformation of the World'; CCP Builds Massive COVID Camps #Transformation… https://t.co/De2wOe4ZaY,2022-11-29 02:59:09+00:00,0,0,0
4083,"@Neoavatara CCP propagandist to his girl like “I swear, the big boss asked me to do this” https://t.co/mgLoWuhFBf",2022-11-29 02:59:07+00:00,0,0,0
4084,"@taimei_886 @SurgeonLiao @Fysliu I have a theory about this series being an allegory for something, but I'm afraid… https://t.co/c15drffagJ",2022-11-29 02:58:53+00:00,3,0,0
4085,Joe Biden is owned by the #CCP...   #WhiteHouse,2022-11-29 02:58:52+00:00,0,0,1
4086,"@caitoz The ""CCP."" 😂 Dead giveaway you're on Reactionary Road.",2022-11-29 02:58:45+00:00,2,0,0
4087,"Oh have times have changed. 😩 https://t.co/TFkrO0ScTP

Very odd that the #CCP isn't vaccinating more of their popul… https://t.co/9VC0nbXlAa",2022-11-29 02:58:44+00:00,0,0,0
4088,@DanielYiXu @ZhangTaisu “The situation on the ground” is that CCP policies literally roasted children alive.,2022-11-29 02:58:40+00:00,0,0,0
4089,"@ProudElephantUS Not another cent to Ukraine, freeze all assets in the US of the CCP, Bill Gates, George Soros, wri… https://t.co/0yBbZUCWy6",2022-11-29 02:58:39+00:00,0,0,0
4090,"@Laseechka @realDailyWire We should take a look at the agreement between Hunter, ""the big guy"", and the CCP.  Let's… https://t.co/29vT8Vsfte",2022-11-29 02:58:39+00:00,0,0,0
4091,"@robert_spalding General basketball 🏀 now sees there has be someone who’s calling the shots. In this case, not the evil CCP",2022-11-29 02:58:35+00:00,0,0,0
4092,"How is that oppressive communist rule working for the greater population of China, or for that matter the CCP, these days?",2022-11-29 02:58:32+00:00,9,3,0
4093,"@BBCWorld What do you think they are doing? 
a. Carnival in Shanghai 
b. People demonstrating angrily against the C… https://t.co/uAnYeb3Cdb",2022-11-29 02:58:31+00:00,1,0,0
4094,@ccp_destroyer @Kellen_the_man I wish we could call it laying pipe instead of building pipeline or pipeline generation. 🤠,2022-11-29 02:58:30+00:00,3,0,0
4095,"@zerohedge The richest people in the world are the despots that run the CCP, the Arab dictators, and Putin. They ar… https://t.co/smD0rFOP6W",2022-11-29 02:58:27+00:00,0,0,0
4096,@TommyRo53920973 @njgypsyg @ColinMassey14 @Tendar Anti CCP and anti communist propaganda! We love the Chinese peopl… https://t.co/sXLQVKseIX,2022-11-29 02:58:26+00:00,0,0,0
4097,"@globaltimesnews
@HuXijin_GT

This is inhuman treatment .
Unreal footage shows CCP forces welding shut an exit to a… https://t.co/VUWWSlVZdn",2022-11-29 02:58:20+00:00,0,0,0
4098,"@maddoxrules @elonmusk Is it okay if it's CCP spyware, Mr. 2002?",2022-11-29 02:58:15+00:00,0,0,0
4099,"@Theo_TJ_Jordan ""Whenever you hear a right wing critique of “wokeism,” just replace the word “woke” w/ synonyms lik… https://t.co/24hP1EtAcw",2022-11-29 02:58:00+00:00,0,0,0
4100,@HarrisonKrank @elonmusk @tim_cook Sad but… is exactly the game they played for revenues and expansion… and is bitt… https://t.co/0rWAtVHp0S,2022-11-29 02:57:50+00:00,2,0,0
4101,"@IvankaTrump @KMbappe Sorry to break your enthousiasm, MBappe is a CCP puppy
https://t.co/8wn0QaDAgl",2022-11-29 02:57:47+00:00,0,0,0
4102,@NFSC999 CCP will be held accountable for their crime against humanity sooner or later.,2022-11-29 02:57:35+00:00,0,0,0
4103,@CMWeeks Now they're just convenient tools of the CIA for weakening China. If the US really wanted to stand up to t… https://t.co/GsK9VOqVJC,2022-11-29 02:57:32+00:00,1,0,0
4104,These #CCP mad fuckers who rule #China will murder their own citizens to protect their inhumane fucked up communist… https://t.co/wjFiPVnkrk,2022-11-29 02:57:31+00:00,0,1,0
4105,"@BBCWorld What do you think they are doing? 
a. Carnival in Shanghai 
b. People demonstrating angrily against the C… https://t.co/tmjy3i8e6F",2022-11-29 02:57:28+00:00,0,0,0
4106,Winters: COVID Came From Fauci-Funded Collusion Between American Bio-Medical Security State And CCP https://t.co/lzCtN3UVGY,2022-11-29 02:57:22+00:00,0,0,0
4107,People should demand the @NBA ends its business partnerships with communist China. #ChinaProtests #CCP #NBA,2022-11-29 02:57:19+00:00,2,0,0
4108,@AtlRey @masonbo @Apple Is doing China's bidding.  China and Iran don't want their citizen protests known all over… https://t.co/JnhK4bAwis,2022-11-29 02:57:08+00:00,0,0,0
4109,"#CCP military vehicles entering #Xuzhou city, #Jiangsu province, #CCPChina. Not sure whether this has anything to d… https://t.co/U71L3RkXAo",2022-11-29 02:57:08+00:00,386,182,0
4110,@ericswalwell How hard is it to denounce dating a Chinese nationalist and CCP spy?,2022-11-29 02:57:07+00:00,0,0,1
4111,@ShannonLee930 @elonmusk @Apple @Apple has always sided with the CCP.,2022-11-29 02:56:52+00:00,0,0,1
